id,title,url,source_site,publish_date,auto_decision,auto_reason,suggested_label,manual_label,manual_note
1419,成都市郫都区人民医院 关于招聘辅助岗位职工的公告,https://www.pdqrmyy.cn/show/2025/12/29/1557.html,site_150_150,2026-03-23 15:02:27.067162,review,辅助岗,,,
1418,成都市郫都区人民医院关于招聘辅助岗位职工的公告,https://www.pdqrmyy.cn/show/2026/01/14/1562.html,site_150_150,2026-03-23 15:02:27.061818,review,辅助岗,,,
1417,成都市郫都区人民医院关于招聘辅助岗位职工的公告,https://www.pdqrmyy.cn/show/2026/03/17/1584.html,site_150_150,2026-03-23 15:02:27.052291,review,辅助岗,,,
1385,重庆市区县事业单位2025年第四季度考核招聘工作人员考试报名统计1128,https://rlsbj.cq.gov.cn/202511/t20251128_15196113.html,site_147_147,2026-03-23 15:02:22.457975,review,泛招聘词,,,
1382,重庆市区县事业单位2025年第四季度考核招聘工作人员考试报名统计1201,https://rlsbj.cq.gov.cn/zwxx_182/sydw/sydwgkzp2024_490546/202512/t20251201_15200118.html,site_147_147,2026-03-23 15:02:22.452412,review,泛招聘词,,,
1379,重庆市区县事业单位2026年第一季度考核招聘工作人员考试报名统计2026-02-04,https://rlsbj.cq.gov.cn/202602/t20260204_15379163.html,site_147_147,2026-03-23 15:02:22.446334,review,泛招聘词,,,
1376,重庆市属事业单位2026年第一季度考核招聘高层次和紧缺人才考试报名统计2026-02-04,https://rlsbj.cq.gov.cn/202602/t20260204_15379234.html,site_147_147,2026-03-23 15:02:22.438033,review,泛招聘词,,,
1375,重庆市区县事业单位2026年第一季度考核招聘工作人员考试报名统计2026-02-05,https://rlsbj.cq.gov.cn/202602/t20260205_15383228.html,site_147_147,2026-03-23 15:02:22.435513,review,泛招聘词,,,
1372,重庆市属事业单位2026年第一季度考核招聘高层次和紧缺人才考试报名统计2026-02-05,https://rlsbj.cq.gov.cn/202602/t20260205_15383262.html,site_147_147,2026-03-23 15:02:22.419838,review,泛招聘词,,,
1369,重庆市12356心理援助热线接线员招募,https://www.cqsjwzx.com/html/content/25/06/17145.shtml,site_145_145,2026-03-23 15:02:18.000068,review,泛招聘词,,,
1367,重庆市精神卫生中心EMDR心理治疗技术临床应用与患者招募,https://www.cqsjwzx.com/html/content/25/06/17151.shtml,site_145_145,2026-03-23 15:02:17.996671,review,泛招聘词,,,
1365,重庆市12356心理援助热线接线员招募,https://www.cqsjwzx.com/html/content/25/07/17156.shtml,site_145_145,2026-03-23 15:02:17.992732,review,泛招聘词,,,
1341,四川省南充精神卫生中心2025年度招聘计划,http://www.scsncjwzx.com/2025/yygg_0213/2987.html,site_142_142,2026-03-23 15:02:13.305854,review,泛招聘词,,,
1330,四川省南充精神卫生中心关于2026年春季自主招聘护士实操考试的通知,http://www.scsncjwzx.com/2026/yygg_0115/3003.html,site_142_142,2026-03-23 15:02:13.283991,review,泛招聘词,,,
1325,四川省南充精神卫生中心关于2026年第二批编外招聘护理岗实操考试的通知,http://www.scsncjwzx.com/2026/yygg_0312/3012.html,site_142_142,2026-03-23 15:02:13.271011,review,泛招聘词,,,
1303,绵竹市人民医院护理部招聘护士11名,https://www.mzsrmyy.com/ywgk_rczp/010012800018618.html,site_139_139,2026-03-23 15:02:09.238887,review,泛招聘词,,,
1302,绵竹市人民医院2024年人才招聘计划（第三次）,https://www.mzsrmyy.com/ywgk_rczp/010012800018783.html,site_139_139,2026-03-23 15:02:09.236357,review,泛招聘词,,,
1301,绵竹市人民医院2024年人才招聘计划（第四次）,https://www.mzsrmyy.com/ywgk_rczp/010012800019129.html,site_139_139,2026-03-23 15:02:09.234290,review,泛招聘词,,,
1300,绵竹市人民医院2024年人才招聘计划（第五次）,https://www.mzsrmyy.com/ywgk_rczp/010012800019399.html,site_139_139,2026-03-23 15:02:09.232228,review,泛招聘词,,,
1299,绵竹市人民医院药剂科拟招聘药师1名,https://www.mzsrmyy.com/ywgk_rczp/010012800019525.html,site_139_139,2026-03-23 15:02:09.230239,review,泛招聘词,,,
1298,绵竹市人民医院宣传部拟招聘干事1名,https://www.mzsrmyy.com/ywgk_rczp/010012800019713.html,site_139_139,2026-03-23 15:02:09.228049,review,泛招聘词,,,
1296,绵竹市人民医院2025年度春季招聘计划,https://www.mzsrmyy.com/ywgk_rczp/010012800021482.html,site_139_139,2026-03-23 15:02:09.223530,review,泛招聘词,,,
1290,绵竹市人民医院关于2025年度秋季护理人才招聘计划调整的情况说明,https://www.mzsrmyy.com/ywgk_rczp/010012800024248.html,site_139_139,2026-03-23 15:02:09.205964,review,泛招聘词,,,
1281,新招聘丨西昌市人民医院招聘6名派遣制人员——西昌市人民医院公开招聘派遣制人员简章,http://www.xcsyy.com.cn/index.php?m=content&c=index&a=show&catid=25&id=9988,site_137_137,2026-03-23 15:01:48.842120,review,派遣,,,
1280,新招聘丨西昌市人民医院招聘7名工作人员——西昌市人民医院公开招聘派遣制人员简章,http://www.xcsyy.com.cn/index.php?m=content&c=index&a=show&catid=25&id=10209,site_137_137,2026-03-23 15:01:48.840041,review,派遣,,,
1271,新招聘丨西昌市人民医院招聘8名工作人员——西昌市人民医院公开招聘派遣制人员简章,http://www.xcsyy.com.cn/index.php?m=content&c=index&a=show&catid=25&id=10561,site_137_137,2026-03-23 15:01:48.818164,review,派遣,,,
1270,新招聘丨西昌市人民医院公开招聘输血技术辅助岗工作人员——西昌市人民医院公开招聘派遣制人员简章,http://www.xcsyy.com.cn/index.php?m=content&c=index&a=show&catid=25&id=10593,site_137_137,2026-03-23 15:01:48.814367,review,派遣 | 辅助岗,,,
1190,四川金得利劳务派遣有限公司岳池分公司招聘劳务派遣人员公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003188.html,site_124_124,2026-03-23 14:59:41.866476,review,劳务派遣 | 派遣,,,
1189,四川金得利劳务派遣有限公司岳池分公司招聘劳务派遣人员公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003193.html,site_124_124,2026-03-23 14:59:41.864706,review,劳务派遣 | 派遣,,,
1185,岳池县人民医院2025年7月病案统计科工作人员招聘启示,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003291.html,site_124_124,2026-03-23 14:59:41.857181,review,泛招聘词,,,
1184,岳池县人民医院2025年8月120调度室工作人员招聘启示,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003313.html,site_124_124,2026-03-23 14:59:41.855223,review,泛招聘词,,,
1183,岳池县佳创人力资源服务有限公司招聘劳务派遣人员公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003328.html,site_124_124,2026-03-23 14:59:41.853060,review,劳务派遣 | 派遣,,,
1182,岳池县佳创人力资源服务有限公司招聘劳务派遣人员公 告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003348.html,site_124_124,2026-03-23 14:59:41.850930,review,劳务派遣 | 派遣,,,
1181,岳池县佳创人力资源服务有限公司招聘劳务派遣人员公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003352.html,site_124_124,2026-03-23 14:59:41.848697,review,劳务派遣 | 派遣,,,
1179,岳池县佳创人力资源服务有限公司招聘劳务派遣人员公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003389.html,site_124_124,2026-03-23 14:59:41.843653,review,劳务派遣 | 派遣,,,
1178,岳池县佳创人力资源服务有限公司招聘劳务派遣人员公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003394.html,site_124_124,2026-03-23 14:59:41.840844,review,劳务派遣 | 派遣,,,
1177,岳池县佳创人力资源服务有限公司招聘劳务派遣人员公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003400.html,site_124_124,2026-03-23 14:59:41.837685,review,劳务派遣 | 派遣,,,
1176,岳池县人民医院关于招收见习人员的公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003433.html,site_124_124,2026-03-23 14:59:41.831298,review,见习,,,
1165,广安市广安区人民医院 关于2024年自主招聘内科医师、儿科医师、骨科医师、检验科技师、设备科干事考试的通知,https://www.gaqrmyy.com/yiyuangonggao/zhaopinxinxi/2024-11-06/6041.html,site_121_121,2026-03-23 14:59:31.631148,review,泛招聘词,,,
1156,广安市广安区人民医院 关于第三方劳务派遣招聘口腔科辅助人员的 公  告,https://www.gaqrmyy.com/yiyuangonggao/zhaopinxinxi/2025-02-26/7323.html,site_121_121,2026-03-23 14:59:31.615745,review,劳务派遣 | 派遣,,,
1145,广安市广安区人民医院 关于取消2025年药师岗位自主招聘的通知,https://www.gaqrmyy.com/yiyuangonggao/zhaopinxinxi/2025-12-05/7410.html,site_121_121,2026-03-23 14:59:31.591943,review,泛招聘词,,,
1139,“职”等你来，屏山县人民医院招聘学科领军专业人才！,https://www.psxrmyy.com/index.php?m=content&c=index&a=show&catid=33&id=1,site_120_120,2026-03-23 14:59:14.831580,review,泛招聘词,,,
1138,2023年屏山县人民医院招聘就业见习人员公告,https://www.psxrmyy.com/index.php?m=content&c=index&a=show&catid=33&id=4,site_120_120,2026-03-23 14:59:14.829480,review,见习,,,
1135,屏山县人民医院公开招聘就业见习人员公告,https://www.psxrmyy.com/index.php?m=content&c=index&a=show&catid=33&id=11,site_120_120,2026-03-23 14:59:14.822310,review,见习,,,
1131,屏山县人民医院公开招聘就业见习人员公告,https://www.psxrmyy.com/index.php?m=content&c=index&a=show&catid=33&id=16,site_120_120,2026-03-23 14:59:14.809247,review,见习,,,
1114,·眉山市人民医院关于招聘 车队驾驶员考务安排的通知,https://www.mssrmyy.cn/index.php?m=home&c=View&a=index&aid=2313,site_115_115,2026-03-23 14:59:02.524911,review,泛招聘词,,,
1087,川北医学院附属医院2025年医疗卫生辅助岗位招募公告2025.07.18,https://www.hospital-nsmc.com.cn/hzb_rcgz_tzgg/010062100011968.html,site_112_112,2026-03-23 14:56:58.775328,review,辅助岗,,,
1086,川北医学院附属医院2025年医疗卫生辅助岗选拔公告2025.08.18,https://www.hospital-nsmc.com.cn/hzb_rcgz_tzgg/010062100012085.html,site_112_112,2026-03-23 14:56:58.773525,review,辅助岗,,,
1053,首都医科大学附属北京安贞医院南充医院2026年度招聘计划（五）,https://sdykdxfsbjazyyncyy.nc120.cn/nd.jsp?fromColId=126&id=6795#_np=126_3314,site_110_110,2026-03-23 14:55:53.853246,review,泛招聘词,,,
1050,首都医科大学附属北京安贞医院南充医院2026年度 招聘计划（一）,https://sdykdxfsbjazyyncyy.nc120.cn/nd.jsp?fromColId=126&id=6235#_np=126_3314,site_110_110,2026-03-23 14:55:53.842243,review,泛招聘词,,,
1049,首都医科大学附属北京安贞医院南充医院2026年度招聘计划（二）,https://sdykdxfsbjazyyncyy.nc120.cn/nd.jsp?fromColId=126&id=6592#_np=126_3314,site_110_110,2026-03-23 14:55:53.836597,review,泛招聘词,,,
1045,乐山市中医医院关于2025年医疗卫生辅助岗位待遇执行的公告,https://www.lsszyyy.cn/nd.jsp?fromColId=112&id=1845#_np=112_503,site_108_108,2026-03-23 14:55:49.779195,review,辅助岗,,,
1029,关于开展乐山市人民医院2025年春季自主招聘护理人员考核工作的通知,https://www.leshan-hospital.com.cn/view_7C659942B2BAFCF1.html,site_107_107,2026-03-23 14:55:48.147466,review,泛招聘词,,,
1011,隆昌市中医医院 关于2023年公开招聘见习人员的公告,https://www.lczhongyi.com/go.htm?k=ren_cai_zhao_pin&url=news/shownews&id=67362,site_106_106,2026-03-23 14:55:46.585352,review,见习,,,
1010,隆昌市中医医院 关于2023年公开补招见习人员的公告,https://www.lczhongyi.com/go.htm?k=ren_cai_zhao_pin&url=news/shownews&id=68071,site_106_106,2026-03-23 14:55:46.583474,review,见习,,,
1001,内江市东兴区人民医院2025年关于招聘35名见习人员的公告,https://www.dx120.org/news_apply/760/1/,site_105_105,2026-03-23 14:55:45.143491,review,见习,,,
998,内江市东兴区人民医院2025年第二批招聘见习人员的公告,https://www.dx120.org/news_apply/779/1/,site_105_105,2026-03-23 14:55:45.138158,review,见习,,,
996,内江市东兴区人民医院 2025年第三次招聘见习人员的公告,https://www.dx120.org/news_apply/785/1/,site_105_105,2026-03-23 14:55:45.133698,review,见习,,,
989,内江市东兴区人民医院2026年关于招聘见习人员的公告,https://www.dx120.org/news_apply/864/1/,site_105_105,2026-03-23 14:55:45.117954,review,见习,,,
944,2019年关于招聘护理人员考试安排的通知,https://www.snpxxrmyy.cn/plus/view.php?aid=1015,site_100_100,2026-03-23 14:55:26.192876,review,泛招聘词,,,
941,蓬溪县人民医院赴川北医学院和西南医科大学开展人才招聘,https://www.snpxxrmyy.cn/plus/view.php?aid=7801,site_100_100,2026-03-23 14:55:26.186081,review,泛招聘词,,,
938,蓬溪县人民医院2024年下半年拟面向社会公开考试招聘事业单位工,https://www.snpxxrmyy.cn/plus/view.php?aid=9372,site_100_100,2026-03-23 14:55:26.177007,review,泛招聘词,,,
933,剑阁县中医院2017年医学毕业生招聘计划,http://www.jgxzyy.cn/ http://jgxzy.com/info/511.htm,site_97_97,2026-03-23 14:55:21.516199,review,泛招聘词,,,
932,剑阁县中医院2017年招聘计划,http://www.jgxzyy.cn/ article.html?id=536,site_97_97,2026-03-23 14:55:21.513937,review,泛招聘词,,,
930,剑阁县中医医院合同制医学影像技术人员紧急招聘公告,http://www.jgxzyy.cn/ article.html?id=999,site_97_97,2026-03-23 14:55:21.508386,review,合同制,,,
920,广元市第一人民医院紧急招聘病理技师,https://www.gys072.cn/article.html?id=38764,site_96_96,2026-03-23 14:55:18.401066,review,泛招聘词,,,
918,广元市第一人民医院 2025年招聘非在编工作人员实施方案,https://www.gys072.cn/article.html?id=38823,site_96_96,2026-03-23 14:55:18.397428,review,泛招聘词,,,
897,绵阳市中心医院合同制工勤人员招聘公告,https://www.myszxyy.cn/news_zxgg2/2025/zbqZApdp.html,site_92_92,2026-03-23 14:54:00.343466,review,合同制,,,
894,绵阳市中心医院合同制工勤人员招聘公告,https://www.myszxyy.cn/news_rczp/2025/5eVQ0XdE.html,site_92_92,2026-03-23 14:54:00.337722,review,合同制,,,
889,绵阳市中心医院合同制工勤人员招聘公告,https://www.myszxyy.cn/news_rczp/2026/Xe0L3Kex.html,site_92_92,2026-03-23 14:54:00.326710,review,合同制,,,
866,2021年招聘岗位,https://www.ghsrmyy.com/news_pub/show1384/,site_89_89,2026-03-23 14:53:54.697286,review,泛招聘词,,,
863,广汉市人民医院招聘9名工勤人员,https://www.ghsrmyy.com/news_pub/show1751/,site_89_89,2026-03-23 14:53:54.690414,review,泛招聘词,,,
856,中江县人民医院  招聘科研助理（医师助理）的公告,https://www.zjxrmyy.cn/go-a2038.htm,site_88_88,2026-03-23 14:53:53.209214,review,科研助理,,,
828,德阳市人民医院全生命周期健康管理辅助岗招聘公告(应往届不限),https://www.dy120.net/yygg_zpgg/010038300023052.html,site_85_85,2026-03-23 14:53:22.231329,review,辅助岗,,,
819,西南医科大学附属口腔医院2025年医疗卫生辅助岗招募公告,http://www.xnykdkq.com/news_yzfw/2025/xboVQKag.html,site_83_83,2026-03-23 14:53:08.226833,review,辅助岗,,,
817,西南医科大学附属口腔医院2025年医疗卫生辅助岗招募公告,http://www.xnykdkq.com/news_yzfw/2025/lejZZWej.html,site_83_83,2026-03-23 14:53:08.223613,review,辅助岗,,,
815,西南医科大学附属口腔医院2025年医疗卫生辅助岗招募公告,http://www.xnykdkq.com/news_yzfw/2025/7axnlzdy.html,site_83_83,2026-03-23 14:53:08.220624,review,辅助岗,,,
770,自贡市第一人民医院招聘消毒供应中心医疗辅助岗人员公告,https://www.zgno1hos.com.cn/details/yygg/zxls/856446.html,site_71_71,2026-03-23 14:51:20.360624,review,辅助岗,,,
768,自贡市第一人民医院招聘医疗辅助岗人员公告,https://www.zgno1hos.com.cn/details/yygg/zxls/862010116.html,site_71_71,2026-03-23 14:51:20.357767,review,辅助岗,,,
760,自贡市第一人民医院招聘医疗辅助岗人员公告,https://www.zgno1hos.com.cn/details/yygg/zxls/7410571.html,site_71_71,2026-03-23 14:51:20.346062,review,辅助岗,,,
750,自贡市第一人民医院招聘医疗辅助岗人员公告,https://www.zgno1hos.com.cn/details/yygg/zxls/4283606.html,site_71_71,2026-03-23 14:51:20.330056,review,辅助岗,,,
727,成都市第一人民医院关于招聘编外工作人员部分岗位调整及后续安排的通知,https://www.cdzxy.com/tender_hr/show8835/,site_69_69,2026-03-23 14:51:15.875114,review,泛招聘词,,,
717,简阳市人民医院2018年人才招聘计划,https://jy120.cn/newshow.aspx?mid=116&id=1192,site_68_68,2026-03-23 14:51:14.072834,review,泛招聘词,,,
704,转简阳市人才网：简阳市2025年公开考核招聘卫健系统  事业单位高层次人...,https://jy120.cn/newshow.aspx?mid=116&id=6667,site_68_68,2026-03-23 14:51:14.037360,review,泛招聘词,,,
